%Y-%m-%d;MODI;MGF;MEE;FCEL;OII;SEB;RML;AEOS;BRC;CTC;TNL;IBC;KWD;TOPP;RARE;HAR;BKE;GG;GYMB;KRON;market;t90
1997-01-31;0.0654205605387688;-0.0209174305200577;0.133466139435768;-0.186440676450729;0.078740157186985;-0.127349629998207;0.0884033590555191;0.174603179097176;-0.0607106611132622;0.0401730537414551;0.253420203924179;-0.0939440205693245;0.112499997019768;0.0625;-0.192052975296974;-0.166292130947113;0.115000002086163;-0.117647059261799;0.00546448072418571;0.03125;0.0530322268605232;0.00451700016856194
1997-02-28;-0.0291228070855141;0.00679245311766863;-0.147627413272858;-0.0104166669771075;-0.0729926973581314;0.102854065597057;0.16666667163372;-0.0270270276814699;0.157608702778816;0.186132118105888;-0.0677083358168602;0.0535211265087128;0.0617977529764175;0;-0.0327868834137917;-0.0150943398475647;-0.094170406460762;0.0666666701436043;0.0706521719694138;-0.174242421984673;-0.000885003129951656;0.00390199990943074
1997-03-31;-0.109090909361839;-0.0122264148667455;-0.130886599421501;-0.157894730567932;-0.015748031437397;-0.0224609375;-0.0498338863253593;0.222222223877907;-0.0563380271196365;-0.0170940179377794;-0.162011176347733;0.0106951873749495;0.0645502656698227;-0.0588235296308994;-0.118644066154957;-0.265753418207169;0.059405941516161;0.03125;0.0913705602288246;-0.357798159122467;-0.0443985648453236;0.0042820000089705
1997-04-30;0.0918367356061935;0.0258461534976959;0.0476190485060215;-0.0125000001862645;-0.0719999969005585;-0.00999999977648258;-0.22377622127533;0.0795454531908035;0.00517412927001715;0.126086950302124;0.0761333331465721;0.100740738213062;-0.0500000007450581;-0.03125;-0.105769231915474;0.141791045665741;0.102803736925125;-0.121212124824524;0.0302325580269098;0.228571429848671;0.0424719527363777;0.00484400009736419
1997-05-30;0.100560747087002;-0.00294339610263705;-0.0386363640427589;0;0.172413796186447;0.123232319951057;0.108288288116455;-0.0473684221506119;0.134328365325928;0.0579150579869747;0.242236018180847;0.0361445769667625;0.105263158679008;-0.0161290317773819;0.354838699102402;0.0928104594349861;0.440677970647812;0.0344827584922314;-0.0970654636621475;0.209302321076393;0.0712622404098511;0.00483699981123209
1997-06-30;0.0170940179377794;0.0159238092601299;0.0473286062479019;-0.0759493634104729;0.0882352963089943;-0.0494604334235191;-0.0326530598104;0.325966864824295;0.0175438597798347;-0.0364963486790657;0.0949999988079071;0.103488370776176;0.0632380917668343;0.0983606576919556;-0.214285716414452;0.00898203626275063;0.0823529437184334;-0.0500000007450581;-0.0399999991059303;0.0576923079788685;0.0442010350525379;0.00422800006344914
1997-07-31;0.050420168787241;0.03464150801301;0.114382788538933;0.0821917802095413;0.172297298908234;0.136363640427589;-0.010379746556282;0.0416666679084301;0.0260344818234444;-0.00189393945038319;0.161735162138939;0.0307270810008049;0.119369372725487;-0.119402982294559;0.0656565651297569;-0.056379821151495;0.0326086953282356;-0.157894730567932;-0.0104166669771075;-0.109090909361839;0.0763188973069191;0.00453000003471971
1997-08-29;-0.0139199998229742;-0.0121834864839911;-0.0873983725905418;0.0696202516555786;0.07492795586586;-0.0216666664928198;-0.0235546045005322;0.368000000715256;0.0253164563328028;-0.0826033726334572;0.0708661451935768;-0.0389344245195389;0.162977874279022;-0.0847457647323608;-0.0521326996386051;0.127044022083282;-0.0210526324808598;0;0.0315789468586445;0.107142858207226;-0.0364434272050858;0.00433700019493699
1997-09-30;0.138775512576103;0.0156261678785086;-0.0411581285297871;0.337278097867966;0.0214477218687534;0.0536626912653446;0.0328947380185127;0.29824560880661;0.028806583955884;0.0769230797886848;0.170955881476402;0.174840092658997;-0.0146020762622356;-0.0925925895571709;-0.230000004172325;0.118715085089207;0.0483870953321457;0.0625;0.061224490404129;-0.0460829511284828;0.0580265186727047;0.00486300000920892
1997-10-31;-0.0232974905520678;-0.0031851849053055;-0.233100235462189;0.132743358612061;0.0419947504997253;0.0420711971819401;0.00263269641436636;0.045045044273138;0.0287999995052814;-0.142857149243355;-0.22317111492157;-0.0705626159906387;-0.0246913582086563;0.0204081628471613;-0.0259740259498358;0.0786516889929771;0.107692308723927;-0.137254908680916;-0.0673076957464218;0.120772950351238;-0.0341216996312141;0.00416899984702468
